id_client_sk,id_client_nk,nom_complet,tranche_age,sexe,ville,canal_acquisition,date_debut,date_fin,est_actif,segment_client,region_admin
2207,C06542,Hassan Fassi Fihri,55-64,f,Nador,social_media,2026-05-08,9999-12-31,True,Bronze,
2208,C01777,Karim El Ouazzani,35-44,m,Rabat,mobile,2026-05-08,9999-12-31,True,Bronze,
2209,C05563,Zakaria Sefrioui,35-44,f,Fès,social_media,2026-05-08,9999-12-31,True,Bronze,
2210,C04722,Imad Tazi,45-54,f,Fès,referral,2026-05-08,9999-12-31,True,Bronze,
2211,C07593,Reda El Ouazzani,35-44,m,Tanger,referral,2026-05-08,9999-12-31,True,Bronze,
2212,C04538,Ali Skalli,18-24,m,Casablanca,referral,2026-05-08,9999-12-31,True,Bronze,
2213,C02543,Meryem Cherkaoui,55-64,f,Nador,social_media,2026-05-08,9999-12-31,True,Bronze,
2214,C03300,Amina Amrani,25-34,m,Casablanca,mobile,2026-05-08,9999-12-31,True,Bronze,
2215,C04730,Driss Tahiri,55-64,f,Béni Mellal,web,2026-05-08,9999-12-31,True,Bronze,
2216,C05163,Imad Bouazza,55-64,m,Casablanca,mobile,2026-05-08,9999-12-31,True,Bronze,
2217,C03239,Adil Naciri,18-24,f,Rabat,marketplace,2026-05-08,9999-12-31,True,Bronze,
2218,C02353,Nadia Benali,55-64,m,Tanger,web,2026-05-08,9999-12-31,True,Bronze,
2219,C01256,Mustapha El Ouazzani,65+,m,Casablanca,mobile,2026-05-08,9999-12-31,True,Bronze,
2220,C04603,Asmae Berrada,35-44,m,Béni Mellal,social_media,2026-05-08,9999-12-31,True,Bronze,
2221,C01963,Meryem Lahlou,45-54,f,Marrakech,web,2026-05-08,9999-12-31,True,Bronze,
2222,C04275,Brahim Sefrioui,55-64,f,Nador,marketplace,2026-05-08,9999-12-31,True,Bronze,
2223,C05337,Mohamed Cherkaoui,35-44,m,Fès,web,2026-05-08,9999-12-31,True,Bronze,
2224,C04328,Mustapha Berrada,25-34,f,Fès,mobile,2026-05-08,9999-12-31,True,Bronze,
2225,C05865,Hassan Bouzid,45-54,f,Casablanca,web,2026-05-08,9999-12-31,True,Bronze,
2226,C04046,Amina Kettani,18-24,m,Fès,referral,2026-05-08,9999-12-31,True,Bronze,
2227,C07750,Omar El Idrissi,35-44,m,Rabat,social_media,2026-05-08,9999-12-31,True,Bronze,
2228,C02235,Loubna Cherkaoui,65+,m,Fès,marketplace,2026-05-08,9999-12-31,True,Bronze,
2229,C06932,Khadija Tahiri,18-24,m,Casablanca,web,2026-05-08,9999-12-31,True,Bronze,
2230,C00644,Salma Alaoui,65+,m,Fès,marketplace,2026-05-08,9999-12-31,True,Bronze,
2231,C04131,Nawal Benjelloun,45-54,m,Marrakech,marketplace,2026-05-08,9999-12-31,True,Bronze,
2232,C07261,Amina Bennani,35-44,m,El Jadida,web,2026-05-08,9999-12-31,True,Bronze,
2233,C04683,Meryem Berrada,18-24,f,Oujda,mobile,2026-05-08,9999-12-31,True,Bronze,
2234,C07077,Hamza El Mansouri,35-44,f,Oujda,referral,2026-05-08,9999-12-31,True,Bronze,
2235,C00648,Omar Fassi Fihri,25-34,m,Béni Mellal,social_media,2026-05-08,9999-12-31,True,Bronze,
2236,C01339,Loubna El Amrani,25-34,f,Marrakech,mobile,2026-05-08,9999-12-31,True,Bronze,
2237,C06199,Rachid Skalli,55-64,f,Kénitra,web,2026-05-08,9999-12-31,True,Bronze,
2238,C07277,Brahim Cherkaoui,18-24,m,Tétouan,mobile,2026-05-08,9999-12-31,True,Bronze,
2239,C07216,Ali Bouazza,65+,m,Casablanca,mobile,2026-05-08,9999-12-31,True,Bronze,
2240,C03753,Imad Tahiri,45-54,f,Kénitra,referral,2026-05-08,9999-12-31,True,Bronze,
2241,C04731,Mustapha Rahmouni,55-64,f,Rabat,referral,2026-05-08,9999-12-31,True,Bronze,
2242,C04653,Said Chraibi,35-44,m,Tanger,mobile,2026-05-08,9999-12-31,True,Bronze,
2243,C02765,Brahim Haddad,35-44,f,El Jadida,social_media,2026-05-08,9999-12-31,True,Bronze,
2244,C00292,Omar Chraibi,18-24,m,Safi,social_media,2026-05-08,9999-12-31,True,Bronze,
2245,C03961,Ahmed Filali,Non renseigné,f,Casablanca,web,2026-05-08,9999-12-31,True,Bronze,
2246,C07238,Samira Haddad,55-64,f,Béni Mellal,referral,2026-05-08,9999-12-31,True,Bronze,
2247,C01015,Laila Bouzid,45-54,f,Oujda,marketplace,2026-05-08,9999-12-31,True,Bronze,
2248,C04980,Salma Kettani,55-64,m,El Jadida,social_media,2026-05-08,9999-12-31,True,Bronze,
2249,C02340,Hanane Lahlou,25-34,m,Casablanca,social_media,2026-05-08,9999-12-31,True,Bronze,
2250,C07565,Hind Benali,Non renseigné,f,Agadir,web,2026-05-08,9999-12-31,True,Bronze,
2251,C01864,Adil Amrani,25-34,m,Rabat,marketplace,2026-05-08,9999-12-31,True,Bronze,
2252,C01291,Salma Filali,55-64,f,Tanger,marketplace,2026-05-08,9999-12-31,True,Bronze,
2253,C04495,Brahim Kettani,45-54,f,Nador,web,2026-05-08,9999-12-31,True,Bronze,
2254,C07420,Hanane Tazi,45-54,m,Casablanca,referral,2026-05-08,9999-12-31,True,Bronze,
2255,C04724,Mehdi Berrada,55-64,f,Casablanca,marketplace,2026-05-08,9999-12-31,True,Bronze,
2256,C07789,Hassan Tahiri,55-64,m,Casablanca,referral,2026-05-08,9999-12-31,True,Bronze,
2257,C05095,Loubna Bouazza,25-34,m,Fès,referral,2026-05-08,9999-12-31,True,Bronze,
2258,C02302,Dounia Rahmouni,45-54,f,Casablanca,social_media,2026-05-08,9999-12-31,True,Bronze,
2259,C04372,Zineb Benkirane,35-44,m,Mohammedia,social_media,2026-05-08,9999-12-31,True,Bronze,
2260,C01196,Reda Berrada,45-54,f,Fès,marketplace,2026-05-08,9999-12-31,True,Bronze,
2261,C05514,Houda Alaoui,35-44,f,Fès,social_media,2026-05-08,9999-12-31,True,Bronze,
2262,C07176,Laila Bennani,25-34,m,Tétouan,web,2026-05-08,9999-12-31,True,Bronze,
2263,C01105,Wafae Haddad,35-44,m,Fès,web,2026-05-08,9999-12-31,True,Bronze,
2264,C07401,Rachid El Idrissi,25-34,m,Fès,referral,2026-05-08,9999-12-31,True,Bronze,
2265,C00671,Soufiane Chraibi,55-64,m,Casablanca,mobile,2026-05-08,9999-12-31,True,Bronze,
2266,C05606,Wafae Tahiri,45-54,m,Marrakech,referral,2026-05-08,9999-12-31,True,Bronze,
2267,C03865,Mustapha Tahiri,35-44,m,Mohammedia,mobile,2026-05-08,9999-12-31,True,Bronze,
2268,C03333,Wafae Skalli,18-24,m,Fès,referral,2026-05-08,9999-12-31,True,Bronze,
2269,C07017,Reda Benali,35-44,m,Fès,referral,2026-05-08,9999-12-31,True,Bronze,
2270,C02100,Karim Sefrioui,45-54,m,Tanger,marketplace,2026-05-08,9999-12-31,True,Bronze,
2271,C05763,Zakaria Haddad,45-54,m,Fès,marketplace,2026-05-08,9999-12-31,True,Bronze,
2272,C00961,Mohamed Benjelloun,35-44,m,Agadir,web,2026-05-08,9999-12-31,True,Bronze,
2273,C07266,Zakaria Sefrioui,35-44,m,Rabat,web,2026-05-08,9999-12-31,True,Bronze,
2274,C04516,Ali Benkirane,55-64,f,Casablanca,marketplace,2026-05-08,9999-12-31,True,Bronze,
2275,C02583,Zakaria Sefrioui,18-24,f,Kénitra,mobile,2026-05-08,9999-12-31,True,Bronze,
2276,C01094,Samira Amrani,55-64,f,Casablanca,web,2026-05-08,9999-12-31,True,Bronze,
2277,C00320,Khalid Tazi,65+,m,Fès,mobile,2026-05-08,9999-12-31,True,Bronze,
2278,C00555,Mehdi Kettani,45-54,f,Rabat,mobile,2026-05-08,9999-12-31,True,Bronze,
2279,C04765,Ali Lahlou,55-64,f,Casablanca,referral,2026-05-08,9999-12-31,True,Bronze,
2280,C06394,Driss El Amrani,25-34,f,Tanger,mobile,2026-05-08,9999-12-31,True,Bronze,
2281,C04945,Rim Bouazza,45-54,f,Fès,mobile,2026-05-08,9999-12-31,True,Bronze,
2282,C01412,Mohamed Berrada,55-64,m,Fès,mobile,2026-05-08,9999-12-31,True,Bronze,
2283,C05705,Nadia Alaoui,55-64,f,Fès,mobile,2026-05-08,9999-12-31,True,Bronze,
2284,C07194,Zakaria Bouzid,45-54,m,Fès,web,2026-05-08,9999-12-31,True,Bronze,
2285,C04541,Mohamed El Ouazzani,65+,f,Meknès,referral,2026-05-08,9999-12-31,True,Bronze,
2286,C06377,Ahmed Sefrioui,55-64,m,Fès,marketplace,2026-05-08,9999-12-31,True,Bronze,
2287,C05209,Fatima Alaoui,18-24,m,Marrakech,mobile,2026-05-08,9999-12-31,True,Bronze,
2288,C03061,Soufiane Alaoui,25-34,m,Fès,social_media,2026-05-08,9999-12-31,True,Bronze,
2289,C01490,Salma Ziani,45-54,m,Marrakech,social_media,2026-05-08,9999-12-31,True,Bronze,
2290,C04891,Karim Rahmouni,35-44,m,Tanger,web,2026-05-08,9999-12-31,True,Bronze,
2291,C03434,Youssef El Idrissi,65+,m,Tanger,referral,2026-05-08,9999-12-31,True,Bronze,
2292,C00188,Sara Kettani,65+,m,Tanger,social_media,2026-05-08,9999-12-31,True,Bronze,
2293,C01721,Youssef Tahiri,25-34,m,Fès,referral,2026-05-08,9999-12-31,True,Bronze,
2294,C03977,Khadija Berrada,35-44,f,Oujda,referral,2026-05-08,9999-12-31,True,Bronze,
2295,C01837,Youssef Ouahbi,18-24,m,Kénitra,referral,2026-05-08,9999-12-31,True,Bronze,
2296,C03262,Karim Chraibi,18-24,m,Fès,mobile,2026-05-08,9999-12-31,True,Bronze,
2297,C07517,Hind Benkirane,45-54,m,Rabat,social_media,2026-05-08,9999-12-31,True,Bronze,
2298,C00064,Reda El Idrissi,35-44,f,El Jadida,referral,2026-05-08,9999-12-31,True,Bronze,
2299,C04499,Said Rahmouni,35-44,f,Kénitra,web,2026-05-08,9999-12-31,True,Bronze,
2300,C00529,Khalid Benali,55-64,m,Rabat,web,2026-05-08,9999-12-31,True,Bronze,
2301,C06399,Sara Benali,25-34,f,Casablanca,mobile,2026-05-08,9999-12-31,True,Bronze,
2302,C00209,Ali Ziani,25-34,m,Marrakech,web,2026-05-08,9999-12-31,True,Bronze,
2303,C02857,Ahmed Naciri,45-54,m,Casablanca,social_media,2026-05-08,9999-12-31,True,Bronze,
2304,C01513,Khadija El Mansouri,25-34,f,Tanger,social_media,2026-05-08,9999-12-31,True,Bronze,
2305,C01803,Sara Bouzid,18-24,f,Rabat,marketplace,2026-05-08,9999-12-31,True,Bronze,
2306,C06389,Nabil Berrada,45-54,f,Nador,social_media,2026-05-08,9999-12-31,True,Bronze,
2307,C01822,Rachid Alaoui,25-34,m,Oujda,marketplace,2026-05-08,9999-12-31,True,Bronze,
2308,C01522,Meryem El Amrani,45-54,m,Fès,web,2026-05-08,9999-12-31,True,Bronze,
2309,C00699,Loubna Cherkaoui,25-34,m,Meknès,mobile,2026-05-08,9999-12-31,True,Bronze,
2310,C07594,Salma Ziani,55-64,f,Mohammedia,marketplace,2026-05-08,9999-12-31,True,Bronze,
2311,C03335,Loubna Benali,45-54,m,Tanger,marketplace,2026-05-08,9999-12-31,True,Bronze,
2312,C04217,Mehdi Benali,25-34,f,Oujda,referral,2026-05-08,9999-12-31,True,Bronze,
2313,C00670,Soufiane Ziani,18-24,m,Rabat,marketplace,2026-05-08,9999-12-31,True,Bronze,
2314,C01448,Hamza Amrani,35-44,m,Rabat,referral,2026-05-08,9999-12-31,True,Bronze,
2315,C00666,Said Tazi,35-44,f,Tanger,mobile,2026-05-08,9999-12-31,True,Bronze,
2316,C05667,Nabil Tahiri,25-34,m,Marrakech,web,2026-05-08,9999-12-31,True,Bronze,
2317,C01712,Houda Naciri,35-44,m,Marrakech,marketplace,2026-05-08,9999-12-31,True,Bronze,
2318,C00953,Ahmed Kettani,25-34,m,El Jadida,marketplace,2026-05-08,9999-12-31,True,Bronze,
2319,C03912,Dounia Naciri,55-64,f,Kénitra,marketplace,2026-05-08,9999-12-31,True,Bronze,
2320,C05335,Sanae Benkirane,Non renseigné,m,Fès,web,2026-05-08,9999-12-31,True,Bronze,
2321,C05826,Driss Benkirane,45-54,m,Mohammedia,social_media,2026-05-08,9999-12-31,True,Bronze,
2322,C07160,Zineb Chraibi,25-34,m,Mohammedia,referral,2026-05-08,9999-12-31,True,Bronze,
2323,C02430,Brahim Fassi Fihri,45-54,m,Marrakech,social_media,2026-05-08,9999-12-31,True,Bronze,
2324,C05415,Rim Filali,45-54,m,Rabat,referral,2026-05-08,9999-12-31,True,Bronze,
2325,C05009,Salma El Ouazzani,25-34,m,Tanger,mobile,2026-05-08,9999-12-31,True,Bronze,
2326,C03024,Hanane Rahmouni,35-44,m,Béni Mellal,web,2026-05-08,9999-12-31,True,Bronze,
2327,C03972,Mustapha El Idrissi,45-54,m,Rabat,mobile,2026-05-08,9999-12-31,True,Bronze,
2328,C03591,Youssef Alaoui,35-44,m,Fès,referral,2026-05-08,9999-12-31,True,Bronze,
2329,C07102,Soufiane Bouazza,55-64,f,Kénitra,social_media,2026-05-08,9999-12-31,True,Bronze,
2330,C01960,Sara Bennani,55-64,m,Casablanca,web,2026-05-08,9999-12-31,True,Bronze,
2331,C05170,Soufiane Benjelloun,45-54,f,Mohammedia,mobile,2026-05-08,9999-12-31,True,Bronze,
2332,C02957,Zakaria Berrada,25-34,m,Tanger,mobile,2026-05-08,9999-12-31,True,Bronze,
2333,C04014,Zineb Benjelloun,45-54,f,Marrakech,marketplace,2026-05-08,9999-12-31,True,Bronze,
2334,C06464,Asmae Chraibi,25-34,f,Tanger,web,2026-05-08,9999-12-31,True,Bronze,
2335,C00200,Mehdi Berrada,25-34,m,Nador,marketplace,2026-05-08,9999-12-31,True,Bronze,
2336,C06913,Amina Naciri,18-24,m,Oujda,web,2026-05-08,9999-12-31,True,Bronze,
2337,C00246,Salma Benali,55-64,m,Rabat,social_media,2026-05-08,9999-12-31,True,Bronze,
2338,C00598,Khadija Haddad,35-44,f,Fès,web,2026-05-08,9999-12-31,True,Bronze,
2339,C01231,Nawal Skalli,55-64,m,Mohammedia,referral,2026-05-08,9999-12-31,True,Bronze,
2340,C02000,Ahmed Alaoui,35-44,f,El Jadida,social_media,2026-05-08,9999-12-31,True,Bronze,
2341,C04252,Khadija Chraibi,Non renseigné,m,Casablanca,mobile,2026-05-08,9999-12-31,True,Bronze,
2342,C07709,Dounia Chraibi,55-64,m,Casablanca,social_media,2026-05-08,9999-12-31,True,Bronze,
2343,C00469,Dounia Amrani,18-24,m,Safi,social_media,2026-05-08,9999-12-31,True,Bronze,
2344,C01488,Said Filali,55-64,m,Casablanca,web,2026-05-08,9999-12-31,True,Bronze,
2345,C02864,Said Tahiri,25-34,f,Casablanca,mobile,2026-05-08,9999-12-31,True,Bronze,
2346,C01715,Brahim Chraibi,55-64,f,Fès,mobile,2026-05-08,9999-12-31,True,Bronze,
2347,C01418,Hanane Fassi Fihri,45-54,m,Casablanca,social_media,2026-05-08,9999-12-31,True,Bronze,
2348,C06358,Mustapha Ziani,45-54,m,Tanger,referral,2026-05-08,9999-12-31,True,Bronze,
2349,C03902,Khalid Benkirane,18-24,m,Fès,referral,2026-05-08,9999-12-31,True,Bronze,
2350,C05074,Asmae Amrani,18-24,f,Tanger,web,2026-05-08,9999-12-31,True,Bronze,
2351,C06697,Khalid Cherkaoui,25-34,f,Béni Mellal,web,2026-05-08,9999-12-31,True,Bronze,
2352,C03041,Zakaria Skalli,55-64,m,Tanger,web,2026-05-08,9999-12-31,True,Bronze,
2353,C07769,Sara Bennani,35-44,f,Fès,referral,2026-05-08,9999-12-31,True,Bronze,
2354,C05148,Nadia Benali,25-34,f,Marrakech,mobile,2026-05-08,9999-12-31,True,Bronze,
2355,C03950,Hanane Bouzid,55-64,m,Tanger,referral,2026-05-08,9999-12-31,True,Bronze,
2356,C05653,Mohamed Amrani,45-54,m,Casablanca,referral,2026-05-08,9999-12-31,True,Bronze,
2357,C02417,Meryem Benkirane,25-34,f,Safi,web,2026-05-08,9999-12-31,True,Bronze,
2358,C07638,Nabil Filali,65+,f,Béni Mellal,mobile,2026-05-08,9999-12-31,True,Bronze,
2359,C04630,Ali Amrani,35-44,m,Fès,mobile,2026-05-08,9999-12-31,True,Bronze,
2360,C02546,Said Benali,35-44,f,Rabat,mobile,2026-05-08,9999-12-31,True,Bronze,
2361,C07116,Nabil Bouazza,35-44,f,Marrakech,web,2026-05-08,9999-12-31,True,Bronze,
2362,C03126,Samira Sefrioui,35-44,m,Casablanca,marketplace,2026-05-08,9999-12-31,True,Bronze,
2363,C06885,Mehdi Filali,25-34,m,Marrakech,referral,2026-05-08,9999-12-31,True,Bronze,
2364,C02906,Imad Haddad,18-24,m,Tanger,marketplace,2026-05-08,9999-12-31,True,Bronze,
2365,C03889,Driss Benkirane,45-54,f,Kénitra,referral,2026-05-08,9999-12-31,True,Bronze,
2366,C04840,Rachid El Idrissi,25-34,m,El Jadida,referral,2026-05-08,9999-12-31,True,Bronze,
2367,C03727,Zakaria El Mansouri,45-54,m,Fès,social_media,2026-05-08,9999-12-31,True,Bronze,
2368,C01512,Rachid Fassi Fihri,55-64,f,Tanger,marketplace,2026-05-08,9999-12-31,True,Bronze,
2369,C04315,Asmae El Idrissi,45-54,f,Agadir,web,2026-05-08,9999-12-31,True,Bronze,
2370,C03064,Dounia El Mansouri,45-54,m,Mohammedia,web,2026-05-08,9999-12-31,True,Bronze,
2371,C06652,Rachid Ouahbi,55-64,f,El Jadida,referral,2026-05-08,9999-12-31,True,Bronze,
2372,C05882,Youssef Kettani,18-24,f,Nador,marketplace,2026-05-08,9999-12-31,True,Bronze,
2373,C07882,Sanae Chraibi,35-44,m,Tanger,web,2026-05-08,9999-12-31,True,Bronze,
2374,C04984,Wafae Benali,Non renseigné,m,Rabat,web,2026-05-08,9999-12-31,True,Bronze,
2375,C01250,Imad Haddad,35-44,f,Tanger,web,2026-05-08,9999-12-31,True,Bronze,
2376,C04229,Dounia Ouahbi,18-24,m,El Jadida,web,2026-05-08,9999-12-31,True,Bronze,
2377,C00888,Rim Benali,18-24,m,Tanger,mobile,2026-05-08,9999-12-31,True,Bronze,
2378,C00405,Imad El Amrani,45-54,m,Fès,social_media,2026-05-08,9999-12-31,True,Bronze,
2379,C06209,Soufiane Filali,65+,m,Casablanca,social_media,2026-05-08,9999-12-31,True,Bronze,
2380,C03857,Brahim Filali,55-64,f,Tanger,web,2026-05-08,9999-12-31,True,Bronze,
2381,C02830,Houda Benjelloun,55-64,m,Tanger,marketplace,2026-05-08,9999-12-31,True,Bronze,
2382,C04043,Nawal Alaoui,55-64,m,Casablanca,referral,2026-05-08,9999-12-31,True,Bronze,
2383,C00058,Soufiane Rahmouni,25-34,m,Casablanca,social_media,2026-05-08,9999-12-31,True,Bronze,
2384,C04568,Rim Amrani,45-54,f,Kénitra,marketplace,2026-05-08,9999-12-31,True,Bronze,
2385,C06207,Omar Cherkaoui,18-24,m,Casablanca,web,2026-05-08,9999-12-31,True,Bronze,
2386,C04826,Ahmed Tahiri,45-54,m,Nador,web,2026-05-08,9999-12-31,True,Bronze,
2387,C04953,Asmae Amrani,25-34,m,El Jadida,referral,2026-05-08,9999-12-31,True,Bronze,
2388,C01465,Mehdi Bennani,25-34,m,Marrakech,mobile,2026-05-08,9999-12-31,True,Bronze,
2389,C04332,Ilham Tahiri,55-64,m,Rabat,referral,2026-05-08,9999-12-31,True,Bronze,
2390,C04265,Hind El Mansouri,45-54,m,Tanger,web,2026-05-08,9999-12-31,True,Bronze,
2391,C02102,Said Amrani,45-54,f,Casablanca,social_media,2026-05-08,9999-12-31,True,Bronze,
2392,C01440,Ali Benkirane,55-64,m,Agadir,social_media,2026-05-08,9999-12-31,True,Bronze,
2393,C06014,Houda El Idrissi,45-54,m,Fès,marketplace,2026-05-08,9999-12-31,True,Bronze,
2394,C07345,Salma Tahiri,35-44,m,Fès,web,2026-05-08,9999-12-31,True,Bronze,
2395,C00567,Khalid Fassi Fihri,55-64,f,Agadir,referral,2026-05-08,9999-12-31,True,Bronze,
2396,C04708,Meryem El Mansouri,45-54,m,Meknès,web,2026-05-08,9999-12-31,True,Bronze,
2397,C00652,Houda Alaoui,35-44,m,Tanger,referral,2026-05-08,9999-12-31,True,Bronze,
2398,C06994,Omar Lahlou,45-54,f,Rabat,web,2026-05-08,9999-12-31,True,Bronze,
2399,C01611,Omar Bouzid,35-44,f,Tanger,mobile,2026-05-08,9999-12-31,True,Bronze,
2400,C00792,Rachid Benjelloun,25-34,m,Tanger,referral,2026-05-08,9999-12-31,True,Bronze,
2401,C07012,Rim Cherkaoui,25-34,m,Kénitra,referral,2026-05-08,9999-12-31,True,Bronze,
2402,C07433,Imad Bennani,18-24,m,Béni Mellal,referral,2026-05-08,9999-12-31,True,Bronze,
2403,C04859,Hanane Berrada,18-24,m,Béni Mellal,mobile,2026-05-08,9999-12-31,True,Bronze,
2404,C03625,Nabil Bennani,Non renseigné,m,Tanger,marketplace,2026-05-08,9999-12-31,True,Bronze,
2405,C00306,Brahim Berrada,35-44,m,Kénitra,mobile,2026-05-08,9999-12-31,True,Bronze,
2406,C07417,Hamza Sefrioui,55-64,m,Marrakech,social_media,2026-05-08,9999-12-31,True,Bronze,
2407,C00163,Khalid Lahlou,55-64,f,Casablanca,web,2026-05-08,9999-12-31,True,Bronze,
2408,C05827,Mehdi Bennani,45-54,m,Rabat,referral,2026-05-08,9999-12-31,True,Bronze,
2409,C07766,Said Skalli,25-34,m,Nador,marketplace,2026-05-08,9999-12-31,True,Bronze,
2410,C00870,Amine El Amrani,25-34,f,Casablanca,web,2026-05-08,9999-12-31,True,Bronze,
2411,C04165,Nawal El Ouazzani,35-44,m,Tanger,referral,2026-05-08,9999-12-31,True,Bronze,
2412,C07986,Hassan El Mansouri,55-64,m,Fès,marketplace,2026-05-08,9999-12-31,True,Bronze,
2413,C07962,Ghita Naciri,35-44,f,Tétouan,mobile,2026-05-08,9999-12-31,True,Bronze,
2414,C03187,Karim Tahiri,55-64,f,Marrakech,web,2026-05-08,9999-12-31,True,Bronze,
2415,C07211,Zakaria Sefrioui,18-24,f,Béni Mellal,web,2026-05-08,9999-12-31,True,Bronze,
2416,C02693,Soufiane Tazi,35-44,m,Rabat,web,2026-05-08,9999-12-31,True,Bronze,
2417,C04956,Brahim Benjelloun,25-34,m,Rabat,referral,2026-05-08,9999-12-31,True,Bronze,
2418,C06666,Sara Alaoui,25-34,m,Agadir,marketplace,2026-05-08,9999-12-31,True,Bronze,
2419,C07720,Hamza Benali,25-34,f,Agadir,referral,2026-05-08,9999-12-31,True,Bronze,
2420,C02674,Driss Naciri,55-64,f,Fès,social_media,2026-05-08,9999-12-31,True,Bronze,
2421,C05938,Hind Benjelloun,18-24,m,Tanger,mobile,2026-05-08,9999-12-31,True,Bronze,
2422,C04085,Rachid Fassi Fihri,18-24,m,Rabat,marketplace,2026-05-08,9999-12-31,True,Bronze,
2423,C05512,Nadia Filali,35-44,f,Rabat,mobile,2026-05-08,9999-12-31,True,Bronze,
2424,C07129,Rim Bouzid,35-44,f,Meknès,marketplace,2026-05-08,9999-12-31,True,Bronze,
2425,C04810,Hamza Sefrioui,45-54,m,Rabat,referral,2026-05-08,9999-12-31,True,Bronze,
2426,C01244,Loubna Cherkaoui,25-34,m,El Jadida,marketplace,2026-05-08,9999-12-31,True,Bronze,
2427,C02566,Driss Alaoui,25-34,f,Casablanca,mobile,2026-05-08,9999-12-31,True,Bronze,
2428,C06076,Salma Lahlou,65+,m,Tanger,referral,2026-05-08,9999-12-31,True,Bronze,
2429,C06477,Reda Amrani,55-64,f,Tétouan,marketplace,2026-05-08,9999-12-31,True,Bronze,
2430,C01003,Zakaria Benjelloun,45-54,f,Fès,web,2026-05-08,9999-12-31,True,Bronze,
2431,C05024,Adil Filali,25-34,m,Marrakech,marketplace,2026-05-08,9999-12-31,True,Bronze,
2432,C05282,Loubna Benjelloun,25-34,m,Fès,marketplace,2026-05-08,9999-12-31,True,Bronze,
2433,C03011,Soufiane Bennani,25-34,f,Casablanca,mobile,2026-05-08,9999-12-31,True,Bronze,
2434,C02768,Said Bouazza,45-54,f,Casablanca,mobile,2026-05-08,9999-12-31,True,Bronze,
2435,C07816,Reda Alaoui,25-34,f,Marrakech,mobile,2026-05-08,9999-12-31,True,Bronze,
2436,C02744,Asmae Benkirane,35-44,m,Casablanca,web,2026-05-08,9999-12-31,True,Bronze,
2437,C00678,Wafae Chraibi,45-54,m,Tanger,referral,2026-05-08,9999-12-31,True,Bronze,
2438,C02392,Hanane El Amrani,55-64,m,Oujda,social_media,2026-05-08,9999-12-31,True,Bronze,
2439,C01436,Youssef Bennani,55-64,f,Béni Mellal,web,2026-05-08,9999-12-31,True,Bronze,
2440,C01934,Asmae Alaoui,18-24,m,Fès,referral,2026-05-08,9999-12-31,True,Bronze,
2441,C05610,Hanane Alaoui,35-44,m,Béni Mellal,mobile,2026-05-08,9999-12-31,True,Bronze,
2442,C04532,Mehdi Benali,Non renseigné,f,Tanger,referral,2026-05-08,9999-12-31,True,Bronze,
2443,C07104,Ali Skalli,35-44,m,Safi,mobile,2026-05-08,9999-12-31,True,Bronze,
2444,C00983,Mustapha Kettani,55-64,f,Casablanca,social_media,2026-05-08,9999-12-31,True,Bronze,
2445,C03179,Driss El Amrani,45-54,m,Oujda,marketplace,2026-05-08,9999-12-31,True,Bronze,
2446,C04990,Soufiane Benjelloun,35-44,m,Béni Mellal,web,2026-05-08,9999-12-31,True,Bronze,
2447,C05025,Loubna Skalli,35-44,f,Kénitra,web,2026-05-08,9999-12-31,True,Bronze,
2448,C07183,Zineb El Ouazzani,18-24,m,Tanger,social_media,2026-05-08,9999-12-31,True,Bronze,
2449,C06345,Adil Bouzid,18-24,m,Kénitra,web,2026-05-08,9999-12-31,True,Bronze,
2450,C01312,Khalid Amrani,Non renseigné,f,Rabat,social_media,2026-05-08,9999-12-31,True,Bronze,
2451,C05107,Said Chraibi,35-44,m,Tanger,web,2026-05-08,9999-12-31,True,Bronze,
2452,C05628,Nadia Chraibi,45-54,m,Tanger,social_media,2026-05-08,9999-12-31,True,Bronze,
2453,C02262,Ilham Skalli,25-34,f,Fès,web,2026-05-08,9999-12-31,True,Bronze,
2454,C03231,Said Benjelloun,25-34,m,Rabat,social_media,2026-05-08,9999-12-31,True,Bronze,
2455,C06914,Mohamed El Ouazzani,18-24,m,Rabat,referral,2026-05-08,9999-12-31,True,Bronze,
2456,C02157,Hassan Tazi,45-54,m,Fès,mobile,2026-05-08,9999-12-31,True,Bronze,
2457,C06955,Loubna Benali,55-64,m,Casablanca,referral,2026-05-08,9999-12-31,True,Bronze,
2458,C02708,Hamza Chraibi,45-54,m,Tétouan,web,2026-05-08,9999-12-31,True,Bronze,
2459,C00440,Ali Benali,55-64,m,Tanger,referral,2026-05-08,9999-12-31,True,Bronze,
2460,C03327,Wafae Tazi,25-34,m,Fès,referral,2026-05-08,9999-12-31,True,Bronze,
2461,C05110,Amine Kettani,45-54,m,Fès,marketplace,2026-05-08,9999-12-31,True,Bronze,
2462,C06035,Imad Rahmouni,65+,m,Fès,web,2026-05-08,9999-12-31,True,Bronze,
2463,C03034,Zakaria Benkirane,55-64,f,Tanger,social_media,2026-05-08,9999-12-31,True,Bronze,
2464,C00954,Youssef Bouazza,45-54,m,Tanger,social_media,2026-05-08,9999-12-31,True,Bronze,
2465,C05257,Imad Sefrioui,45-54,m,Kénitra,marketplace,2026-05-08,9999-12-31,True,Bronze,
2466,C02198,Driss Amrani,35-44,f,Rabat,web,2026-05-08,9999-12-31,True,Bronze,
